file
/home/amasson/data/Kaperture_Science/Data/Postdoc_Madrid/TOI-969b/NIRPS/03-03-2024/r.NIRPS.2024-03-04T00-46-10.407_S1D_FINAL_A.fits,-20383.5394949208
