Name,Name TAC,FWHM,S/N raw,S/N tac,reduced chi2,Quality,Wvlg solution 1,Wvlg solution 2
r.NIRPS.2024-03-04T00-46-10.407_S1D_FINAL_A ,r.NIRPS.2024-03-04T00-46-10.407_S1D_FINAL_A_TAC.dat,0.202 +- 0.000,10.38124824904411,10.965282289911311,"4.921e-04
",-1,"-1.129e-06+-6.903e-05
","1.000e+00+-4.486e-09
"
