Name,Name TAC,FWHM,S/N raw,S/N tac,reduced chi2,Quality,Wvlg solution 1,Wvlg solution 2
car-20190702T20h55m20s-sci-amap-nir_A_S1D_NIR ,car-20190702T20h55m20s-sci-amap-nir_A_S1D_NIR_TAC.dat,2.867 +- 2.340,7.875302432084385,16.552222258889024,"5.244e-03
",-1,"1.000e-06+-8.268e-06
","1.000e+00+-2.086e-05
"
