Name,Name TAC,FWHM,S/N raw,S/N tac,reduced chi2,Quality,Wvlg solution 1,Wvlg solution 2
r.NIRPS.2024-03-04T00-46-10.407_S1D_FINAL_A ,r.NIRPS.2024-03-04T00-46-10.407_S1D_FINAL_A_TAC.fits,,6.5399382506696195,13713.61352668946,"4.994e-04
",-1,"8.702e-07+-2.671e+04
","1.000e+00+-4.927e+04
"
